,Trading_Volume,open,max,min,close,triple_barrier_signal,MA_bios_5_days,MA_bios_10_days,MA_bios_20_days,MA_bios_60_days,RSI14,MACD,MACDsignal,MACDhist
59,3923678149,7958.11,7982.39,7936.86,7950.3,0.0,0.0034973402643983863,0.0021351606210782002,0.00430229394199913,0.02410451397286349,56.429268188599394,43.54489784059933,51.94723054674166,-8.402332706142325
60,3629314119,7950.9,7984.29,7942.37,7960.51,2.0,0.0032024809271417017,0.003383555597122216,0.004586286193470649,0.02462646488224461,57.17297689297488,43.43125331406554,50.24403510020643,-6.812781786140889
61,4161212736,7981.0,8029.14,7981.0,8015.14,2.0,0.008802799174344322,0.00941160706099725,0.010319129847438017,0.03074231161434232,61.00804565569954,47.205221239840284,49.6362723281332,-2.431051088292918
62,4284798782,8021.88,8089.21,8001.85,8038.72,2.0,0.007424547677065587,0.011720839897245915,0.012087750145242906,0.03291200916714015,62.56622063871317,51.505108119125,50.010039486331564,1.4950686327934335
63,4200531442,8039.0,8063.23,7986.59,7994.71,2.0,0.0003546101065633078,0.00558671163607262,0.005668490332432749,0.026440565940413645,57.91442899726218,50.7762433308817,50.16328025524159,0.6129630756401099
64,3736890535,8018.9,8047.56,7962.42,7995.51,2.0,-0.0006759224379001819,0.004239643144005095,0.00531165502469716,0.025767904121001706,57.97559431192022,49.69036643603795,50.06869749140086,-0.37833105536291356
65,3529811482,8002.42,8002.71,7946.29,7951.76,2.0,-0.005926616368102214,-0.001929552324531473,-0.0005964929832269116,0.019409055656260527,53.40447657991256,44.7833077128862,49.01161953569793,-4.228311822811733
66,4000121730,7989.67,7999.92,7924.94,7927.49,2.0,-0.006784071139282343,-0.004511755566296574,-0.0037772942117349105,0.015616709336216282,51.002096972748014,38.4923265740872,46.907760943375784,-8.415434369288583
67,3407599961,7886.69,7888.16,7807.61,7811.34,0.0,-0.01572825756329057,-0.018406927827838402,-0.017557487081556706,0.00047754681441287744,41.403008567933355,23.859309139711513,42.29807058264293,-18.438761442931416
68,3096067343,7843.47,7863.77,7823.81,7838.47,0.0,-0.008405404536975292,-0.013829836086405001,-0.013385832123530299,0.003777985426029462,44.05177424625386,14.287009906058302,36.695858447326,-22.4088485412677
69,3313050060,7834.73,7844.54,7786.56,7798.03,0.0,-0.008567631116362783,-0.01703455668655962,-0.017046513449791353,-0.001612184842381399,41.071509003009496,3.398547430620056,30.036396243984814,-26.63784881336476
70,3029867264,7828.95,7843.16,7811.84,7811.84,0.0,-0.003265609637031603,-0.013444929663573175,-0.014401178099853718,-0.00022927879309398946,42.50208464853487,-4.069376701768306,23.21524165483419,-27.284618356602497
71,2900280678,7811.52,7832.59,7796.22,7796.22,0.0,-0.0019152035927990439,-0.01268791928077702,-0.015430941710067368,-0.002552762555126934,41.28137686042626,-11.119979635100208,16.34819739684731,-27.46817703194752
72,2975401895,7862.58,7877.05,7854.47,7856.12,0.0,0.004601454501558472,-0.002796215202327406,-0.007046374624456785,0.004728092579197761,47.507647523837576,-11.738885299276262,10.730780857622596,-22.46966615689886
73,3034380199,7873.7,7876.68,7845.56,7856.36,0.0,0.004172698541894519,-0.0010114041733329357,-0.006442650997103604,0.00420033730859361,47.531653458158345,-12.070861129622244,6.170452460173627,-18.241313589795872
74,3123936601,7872.75,7894.26,7857.32,7894.12,2.0,0.00652664080218969,0.005085830147660284,-0.001750766474055103,0.00822311763588589,51.30488454903398,-9.181202750210105,3.1001214180968804,-12.281324168306984
75,3067143706,7905.71,7905.71,7844.84,7866.88,0.0,0.001647580704716308,0.0027012293505972516,-0.004999740716709689,0.0040457479337053775,48.59016955577349,-8.985587749244587,0.6829795846285869,-9.668567333873174
76,2709119069,7904.5,7931.7,7883.81,7918.61,2.0,0.005101531804989161,0.009408909010925427,0.0018346153880216232,0.009825121233229903,53.61021809260483,-4.603318586103342,-0.3742800495177989,-4.229038536585543
77,2691053546,7934.25,7937.73,7896.57,7899.24,2.0,0.001546587427833971,0.005812756435305949,-0.0008176374931315342,0.006792873285411803,51.579225286309196,-2.6626425342283255,-0.8319525464599042,-1.8306899877684213
78,2836215107,7897.16,7924.46,7879.55,7913.18,2.0,0.0018705039978951996,0.006630149114750414,0.001069296822692653,0.007972221207908749,52.960380378011784,0.00019645267366286134,-0.6655227466331908,0.6657191993068536
79,3097976432,7949.12,7954.15,7913.77,7942.35,2.0,0.004337098440930694,0.008489374378133996,0.004810021848784203,0.011056934814652315,55.801420491406674,4.413415642381551,0.35026493116975765,4.063150711211794
80,3929740512,7831.22,7843.1,7747.47,7752.79,1.0,-0.016796457784258693,-0.014841566654006287,-0.017881302426265053,-0.01318552481005717,39.22283428794255,-7.3008247718635175,-1.1799530094368975,-6.12087176242662
81,3170515082,7766.62,7781.13,7714.93,7728.54,1.0,-0.015123827291703454,-0.017077717291978926,-0.019172766584759054,-0.016166412581870238,37.68053375175423,-18.329921110410396,-4.609946629631597,-13.719974480778799
82,2879662832,7772.95,7772.95,7739.99,7752.8,1.0,-0.008331103417118787,-0.012694958934666278,-0.014305588152951874,-0.01290214193113665,40.213318160960505,-24.82679236014974,-8.653315775735226,-16.173476584414512
83,3321592610,7788.58,7857.98,7788.58,7857.98,1.0,0.00654396141255674,0.000678879190958264,-6.38164001531728e-05,0.00037916393397765586,49.74889866309558,-21.24357989359123,-11.171368599306428,-10.072211294284804
84,3088840924,7861.12,7864.86,7810.54,7821.63,1.0,0.004995921748975901,-0.0030298009024398173,-0.0035870397765544932,-0.004389025069741621,46.96124861039441,-21.09384272014904,-13.155863423474951,-7.93797929667409
85,2974976014,7815.32,7835.12,7753.24,7763.53,1.0,-0.002744545334966696,-0.009130109322641326,-0.009801315651188101,-0.011872314311848054,42.830191493863836,-25.37089943360479,-15.598870625500918,-9.772028808103872
86,3072808213,7690.91,7801.05,7688.62,7801.05,1.0,0.00021181121927604335,-0.0028452154964096294,-0.004212889009955637,-0.007228271894266438,46.126072920052735,-25.439694301028794,-17.567035360606493,-7.872658940422301
87,3378622988,7822.81,7822.81,7791.53,7809.07,1.0,-0.00020254391054705205,-0.0006682627165713248,-0.0031747113729035845,-0.006202219088513442,46.83166568367992,-24.563910287745784,-18.96641034603435,-5.597499941711433
88,3336739946,7781.48,7826.13,7757.33,7791.35,1.0,-0.0007664165894823924,-0.0013789861177281465,-0.0051374661155733645,-0.008398832047858112,45.41632337187814,-25.01138537377483,-20.175405351582448,-4.8359800221923805
89,3763283022,7868.9,7933.72,7862.92,7930.8,1.0,0.014277748504954302,0.016644887279170944,0.011810967868610044,0.00912022880924531,56.54617512163496,-13.952724710420625,-18.930869223350083,4.9781445129294575
90,3449980965,7976.1,7996.55,7950.01,7970.38,1.0,0.01397488464518277,0.018876699170734843,0.015833243055511363,0.013714938889385487,59.09557986356388,-1.9721475558217207,-15.53912488984441,13.56697733402269
91,3488256739,7955.92,7968.79,7913.6,7942.77,1.0,0.006831900217952373,0.012574233797067813,0.011369804013572508,0.009684677221635738,56.600929736923256,5.234312010383292,-11.384437509798872,16.618749520182163
92,4230701167,7977.4,8025.45,7968.28,8023.71,1.0,0.01158727865370297,0.019372202072179538,0.02058712082908669,0.01909485382316756,61.704601299806875,17.277500422533194,-5.652049923332458,22.929550345865653
93,3471159101,8015.38,8026.46,7994.19,8021.75,1.0,0.005498702537841203,0.017007192551755274,0.019265700494140683,0.018223256743416735,61.51594663044169,26.35979903122643,0.7503198675793188,25.609479163647112
94,3865873032,8034.47,8081.37,8020.47,8022.06,1.0,0.0032423168496172835,0.014468652938098509,0.018477250782023332,0.017622914332085952,61.53597727925253,33.19989282400638,7.240234458864731,25.959658365141653
95,3361986488,8043.71,8046.22,8014.27,8029.74,1.0,0.0027140339305436,0.0120328680604177,0.01839944657139277,0.018014646151014176,62.062799037164396,38.79324388303303,13.550836343698391,25.242407539334636
96,4083562772,8065.92,8115.59,8065.92,8093.66,0.0,0.0069015588595629195,0.016340870988225793,0.025368094611473175,0.025361274820590807,66.21087053236143,47.832442075910876,20.40715749014089,27.425284585769987
97,3886984471,8111.43,8139.49,8095.7,8128.51,0.0,0.00860711757973269,0.016639040617108546,0.028289794313830552,0.028836736651428913,68.24925264577044,57.14939288712958,27.755604569538626,29.393788317590953
98,3898459418,8157.51,8175.33,8121.07,8135.03,0.0,0.006586404018906285,0.013099761253055295,0.027672522967795935,0.028658475391718174,68.63053369800195,64.31783705105227,35.06805106584135,29.249785985210913
99,3714535181,8188.48,8197.52,8153.96,8169.05,0.0,0.007132361951958025,0.01432689162922766,0.03049458139015628,0.03197203017936517,70.61347946000643,71.91501880852866,42.43744461437881,29.477574194149845
100,3572342962,8177.58,8181.8,8145.1,8163.06,0.0,0.003096390673618892,0.011163970868583407,0.027081187698745443,0.030432002780450405,69.77711815659178,76.56984760645446,49.26392521279394,27.305922393660516
101,4292800880,8177.94,8284.09,8177.94,8267.09,0.0,0.011568240406785939,0.019952707872784085,0.03665807245893958,0.04261160328196489,75.25807378164998,87.64289184862992,56.939718539961135,30.70317330866878
102,4207494379,8314.37,8322.69,8279.46,8285.89,2.0,0.009978761641847727,0.01897613060382784,0.035554316051098836,0.04402607806636639,76.10155232445196,96.8192895671591,64.91563274540073,31.903656821758375
103,3869318137,8284.38,8297.33,8258.62,8280.26,2.0,0.005731762270938648,0.015056816266387408,0.0321271266464358,0.04238791487357133,75.2739523278323,102.45630442279162,72.4237670808789,30.032537341912715
104,3418289059,8285.45,8296.54,8230.65,8248.32,0.0,-7.322167109346595e-05,0.00834455879974467,0.025418909890706665,0.037659119433373724,70.58424299321193,103.15725561255749,78.57046478721462,24.586790825342874
105,3526590029,8272.2,8295.41,8233.98,8251.82,0.0,-0.0017970947452160214,0.006041133252274398,0.02274980065425433,0.03730584058122724,70.79893590198525,102.8100549137971,83.41838281253112,19.391672101265982
106,4088508459,8264.1,8320.32,8251.51,8318.59,2.0,0.005027681607388927,0.011407989677999358,0.02772923960904824,0.044797530410132534,74.60658407074425,106.69278878327259,88.07326400667941,18.61952477659318
107,5599922007,8362.49,8414.88,8346.45,8390.05,2.0,0.011116429784829724,0.01686285498482813,0.032851053855721374,0.052788715912220924,77.92429826822571,114.21945732735549,93.30250267081462,20.916954656540867
108,4376172344,8377.26,8402.34,8356.79,8368.19,2.0,0.006349188024042931,0.011355494987329403,0.026515276274830378,0.04915201530697424,74.70870662008775,117.07095596072577,98.05619332879685,19.014762631928917
109,3666858735,8364.95,8385.68,8347.33,8377.05,2.0,0.004305166919629236,0.009887605014663983,0.02479720403422952,0.04949977420918227,75.15618749912548,118.67767476509562,102.1804896160566,16.497185149039012
